"user_id","username","user_level","user_vip","review_id","review_content","review_push_time","review_likes","score_in_review","id"
"32299074","Chloecheung1004","5","0","44504829","视觉与听觉的绝妙享受，画面和音乐美的妙不可言IMAX厅为特效实力加持！！一千个故事有一千个解读版本，参宿与其说是在寻找妈妈，不如说是在寻找和救赎自己，又看到国漫新的高度，海獭真的很可爱，配乐也是恰好","2023年1月23日","635","10","24"
"403969524","Vv啵啵小木土","5","0","44505311","从去年预告一出就一直在期待这部片子，很喜欢中国风的动漫，美轮美奂的色彩流转与宏大壮观的场面，都很吸引我，这次深海有种在治愈那些内向敏感小孩的感觉，关注到抑郁群体，让人有种很深的心灵共鸣","2023年1月23日","300","10","24"
"21785527","是凡冬吖","6","0","44505416"," 深海 ，光看预告像是拍给孩子的作品，呆萌可爱的海洋动物，以及造型奇特的深海号，着实让人印象深刻。看了点映以后，完全颠覆了之前的印象。 深海 对观众的要求一点也不低，不是拍给小朋友的，而是拍给大人看的","2023年1月23日","277","10","24"
"482706829","波阪龙井茶","5","0","44508276","好像看了一场梦一样，看完虽然不是很能记得，但那份情感却一直留在心中，越想，越无法自拔；尤其是看后面，直接哭出来了，真得很好看，很感人；意识流的电影；前面的剧情铺垫，让后面的内容更加出彩；呜呜呜，南河！","2023年1月23日","187","10","24"
"397278383","孤独的gw","6","0","44508980","刚看完确实不错，但是TM在我们18线城市深海排片率才排了两天。一天就两场真的挺无语的这个电影确实不错不管画面还是剧情方面都是这两年国漫天花板所以说推荐观看","2023年1月23日","144","10","24"
"272286280","敛津","6","1","44507950","看之前以为是奇幻梦想乡，看之后发现是催泪治愈片。感谢画面的绮丽填补我对美好想象的空缺；感谢剧情的跌宕安慰我曾麻木的内心。南河复杂真实而暖心，解答了我曾经的疑问。 虽然现实看起来很灰暗，不像梦里那   ","2023年1月23日","117","10","24"
"18036973","江耳兔子","6","1","44510257","一场适合我的梦境，画面瑰丽，它或许需要用一颗安静的心去静静欣赏。灰色的现实，斑斓的梦境，梦里有光，有什么都有。可问题不会轻易解决，人不会轻易改变，但情绪需要释放，心需要温暖。梦虽美丽，但我选择醒来！","2023年1月23日","84","10","24"
"40673817","小鱼干猫罐头","5","1","44510838","我在电影院哭到一包纸都用完了，感触最深的大概就是父亲说女孩没事，不花钱治病了，莫名感到很难受。心理疾病在中国来说一直是一个敏感话题，导致很多的人不知道怎么去正确的处理自己的情绪。","2023年1月23日","161","10","24"
"97549836","莞蘅mio","6","1","44511168","看这部电影就好像是看到了我自己。朋友推荐的，她说别人可能是致郁，但我一定是治愈。她是对的！但也许会有人看不懂，这取决于每个人的经历或是共情能力。至少在我这里它是五星！","2023年1月23日","95","8","24"
"76430101","铁轨弟弟发疯日常","6","1","44511596","这部作品可能大部分人并不太懂，参宿这个小女孩代表着那些总是想要迎合他人的那部分人。这部电影就是想告诉大家，为自己而活， 每一次笑都能够是真心的 ！","2023年1月23日","90","10","24"
